timestamp,log_type,message,stacktrace
0,Warning,You are trying to create a MonoBehaviour using the 'new' keyword.  This is not allowed.  MonoBehaviours can only be added using AddComponent(). Alternatively your script can inherit from ScriptableObject or no base class at all,UnityEngine.MonoBehaviour:.ctor ().  ExperimentGenerator:.ctor () (at Assets/Scripts/Core/ExperimentGenerator.cs:15).  ExperimentController:Start () (at Assets/Scripts/Core/ExperimentController.cs:54).  
0,Warning,A Canvas named "[UXF_UI]" with a render mode of ScreenSpaceOverlay is being used while VR is also enabled. This Canvas will continue to incur a rendering cost but will not be visible while in VR. Is this intentional?,
1.797696,Log,[<b><color=#AD477C>UXF</color></b>] Beginning session.,UnityEngine.Debug:Log (object).  UXF.Utilities:UXFDebugLog (string) (at Assets/UXF/Scripts/Etc/Utilities.cs:13).  UXF.Session:Begin (stringstringintSystem.Collections.Generic.Dictionary`2<string object>UXF.Settings) (at Assets/UXF/Scripts/Session.cs:348).  UXF.UI.UIController/<>c__DisplayClass43_0:<TryBeginSessionFromUISequence>b__2 () (at Assets/UXF/Scripts/UI/UIController.cs:429).  UXF.UI.PopupController:OkPress () (at Assets/UXF/Scripts/UI/PopupController.cs:32).  UnityEngine.XR.Interaction.Toolkit.UI.UIInputModule:Update () (at ./Library/PackageCache/com.unity.xr.interaction.toolkit@2.3.2/Runtime/UI/UIInputModule.cs:133).  
1.797696,Log,The experiment is being run in VR,UnityEngine.Debug:Log (object).  ExperimentController:SessionBegin (UXF.Session) (at Assets/Scripts/Core/ExperimentController.cs:164).  UnityEngine.Events.UnityEvent`1<UXF.Session>:Invoke (UXF.Session).  UXF.Session:Begin (stringstringintSystem.Collections.Generic.Dictionary`2<string object>UXF.Settings) (at Assets/UXF/Scripts/Session.cs:351).  UXF.UI.UIController/<>c__DisplayClass43_0:<TryBeginSessionFromUISequence>b__2 () (at Assets/UXF/Scripts/UI/UIController.cs:429).  UXF.UI.PopupController:OkPress () (at Assets/UXF/Scripts/UI/PopupController.cs:32).  UnityEngine.XR.Interaction.Toolkit.UI.UIInputModule:Update () (at ./Library/PackageCache/com.unity.xr.interaction.toolkit@2.3.2/Runtime/UI/UIInputModule.cs:133).  
1.797696,Log,Device Name: Keyboard,UnityEngine.Debug:Log (object).  InputHandler:FindDevices () (at Assets/Scripts/Core/InputHandler.cs:233).  ExperimentController:SessionBegin (UXF.Session) (at Assets/Scripts/Core/ExperimentController.cs:185).  UnityEngine.Events.UnityEvent`1<UXF.Session>:Invoke (UXF.Session).  UXF.Session:Begin (stringstringintSystem.Collections.Generic.Dictionary`2<string object>UXF.Settings) (at Assets/UXF/Scripts/Session.cs:351).  UXF.UI.UIController/<>c__DisplayClass43_0:<TryBeginSessionFromUISequence>b__2 () (at Assets/UXF/Scripts/UI/UIController.cs:429).  UXF.UI.PopupController:OkPress () (at Assets/UXF/Scripts/UI/PopupController.cs:32).  UnityEngine.XR.Interaction.Toolkit.UI.UIInputModule:Update () (at ./Library/PackageCache/com.unity.xr.interaction.toolkit@2.3.2/Runtime/UI/UIInputModule.cs:133).  
1.797696,Log,Device Name: Mouse,UnityEngine.Debug:Log (object).  InputHandler:FindDevices () (at Assets/Scripts/Core/InputHandler.cs:233).  ExperimentController:SessionBegin (UXF.Session) (at Assets/Scripts/Core/ExperimentController.cs:185).  UnityEngine.Events.UnityEvent`1<UXF.Session>:Invoke (UXF.Session).  UXF.Session:Begin (stringstringintSystem.Collections.Generic.Dictionary`2<string object>UXF.Settings) (at Assets/UXF/Scripts/Session.cs:351).  UXF.UI.UIController/<>c__DisplayClass43_0:<TryBeginSessionFromUISequence>b__2 () (at Assets/UXF/Scripts/UI/UIController.cs:429).  UXF.UI.PopupController:OkPress () (at Assets/UXF/Scripts/UI/PopupController.cs:32).  UnityEngine.XR.Interaction.Toolkit.UI.UIInputModule:Update () (at ./Library/PackageCache/com.unity.xr.interaction.toolkit@2.3.2/Runtime/UI/UIInputModule.cs:133).  
1.797696,Log,Device Name: HeadTrackingOpenXR,UnityEngine.Debug:Log (object).  InputHandler:FindDevices () (at Assets/Scripts/Core/InputHandler.cs:233).  ExperimentController:SessionBegin (UXF.Session) (at Assets/Scripts/Core/ExperimentController.cs:185).  UnityEngine.Events.UnityEvent`1<UXF.Session>:Invoke (UXF.Session).  UXF.Session:Begin (stringstringintSystem.Collections.Generic.Dictionary`2<string object>UXF.Settings) (at Assets/UXF/Scripts/Session.cs:351).  UXF.UI.UIController/<>c__DisplayClass43_0:<TryBeginSessionFromUISequence>b__2 () (at Assets/UXF/Scripts/UI/UIController.cs:429).  UXF.UI.PopupController:OkPress () (at Assets/UXF/Scripts/UI/PopupController.cs:32).  UnityEngine.XR.Interaction.Toolkit.UI.UIInputModule:Update () (at ./Library/PackageCache/com.unity.xr.interaction.toolkit@2.3.2/Runtime/UI/UIInputModule.cs:133).  
1.797696,Log,Device Name: MetaQuestProTouchControllerOpenXR,UnityEngine.Debug:Log (object).  InputHandler:FindDevices () (at Assets/Scripts/Core/InputHandler.cs:233).  ExperimentController:SessionBegin (UXF.Session) (at Assets/Scripts/Core/ExperimentController.cs:185).  UnityEngine.Events.UnityEvent`1<UXF.Session>:Invoke (UXF.Session).  UXF.Session:Begin (stringstringintSystem.Collections.Generic.Dictionary`2<string object>UXF.Settings) (at Assets/UXF/Scripts/Session.cs:351).  UXF.UI.UIController/<>c__DisplayClass43_0:<TryBeginSessionFromUISequence>b__2 () (at Assets/UXF/Scripts/UI/UIController.cs:429).  UXF.UI.PopupController:OkPress () (at Assets/UXF/Scripts/UI/PopupController.cs:32).  UnityEngine.XR.Interaction.Toolkit.UI.UIInputModule:Update () (at ./Library/PackageCache/com.unity.xr.interaction.toolkit@2.3.2/Runtime/UI/UIInputModule.cs:133).  
1.797696,Log,Device Name: MetaQuestProTouchControllerOpenXR1,UnityEngine.Debug:Log (object).  InputHandler:FindDevices () (at Assets/Scripts/Core/InputHandler.cs:233).  ExperimentController:SessionBegin (UXF.Session) (at Assets/Scripts/Core/ExperimentController.cs:185).  UnityEngine.Events.UnityEvent`1<UXF.Session>:Invoke (UXF.Session).  UXF.Session:Begin (stringstringintSystem.Collections.Generic.Dictionary`2<string object>UXF.Settings) (at Assets/UXF/Scripts/Session.cs:351).  UXF.UI.UIController/<>c__DisplayClass43_0:<TryBeginSessionFromUISequence>b__2 () (at Assets/UXF/Scripts/UI/UIController.cs:429).  UXF.UI.PopupController:OkPress () (at Assets/UXF/Scripts/UI/PopupController.cs:32).  UnityEngine.XR.Interaction.Toolkit.UI.UIInputModule:Update () (at ./Library/PackageCache/com.unity.xr.interaction.toolkit@2.3.2/Runtime/UI/UIInputModule.cs:133).  
1.797696,Log,Input device set as vr_controller,UnityEngine.Debug:Log (object).  ExperimentController:TrialBegin () (at Assets/Scripts/Core/ExperimentController.cs:264).  UnityEngine.Events.UnityEvent`1<UXF.Trial>:Invoke (UXF.Trial).  UXF.Trial:Begin () (at Assets/UXF/Scripts/Etc/Trial.cs:129).  ExperimentController:BeginNextTrial () (at Assets/Scripts/Core/ExperimentController.cs:233).  ExperimentController:SessionBegin (UXF.Session) (at Assets/Scripts/Core/ExperimentController.cs:196).  UnityEngine.Events.UnityEvent`1<UXF.Session>:Invoke (UXF.Session).  UXF.Session:Begin (stringstringintSystem.Collections.Generic.Dictionary`2<string object>UXF.Settings) (at Assets/UXF/Scripts/Session.cs:351).  UXF.UI.UIController/<>c__DisplayClass43_0:<TryBeginSessionFromUISequence>b__2 () (at Assets/UXF/Scripts/UI/UIController.cs:429).  UXF.UI.PopupController:OkPress () (at Assets/UXF/Scripts/UI/PopupController.cs:32).  UnityEngine.XR.Interaction.Toolkit.UI.UIInputModule:Update () (at ./Library/PackageCache/com.unity.xr.interaction.toolkit@2.3.2/Runtime/UI/UIInputModule.cs:133).  
1.797696,Log,Setting VR position,UnityEngine.Debug:Log (object).  BaseTask:SetUp () (at Assets/Scripts/Core/BaseTask.cs:180).  ProjectileTask:SetUp () (at Assets/Scripts/Tasks/ProjectileTask.cs:427).  ExperimentController:TrialBegin () (at Assets/Scripts/Core/ExperimentController.cs:272).  UnityEngine.Events.UnityEvent`1<UXF.Trial>:Invoke (UXF.Trial).  UXF.Trial:Begin () (at Assets/UXF/Scripts/Etc/Trial.cs:129).  ExperimentController:BeginNextTrial () (at Assets/Scripts/Core/ExperimentController.cs:233).  ExperimentController:SessionBegin (UXF.Session) (at Assets/Scripts/Core/ExperimentController.cs:196).  UnityEngine.Events.UnityEvent`1<UXF.Session>:Invoke (UXF.Session).  UXF.Session:Begin (stringstringintSystem.Collections.Generic.Dictionary`2<string object>UXF.Settings) (at Assets/UXF/Scripts/Session.cs:351).  UXF.UI.UIController/<>c__DisplayClass43_0:<TryBeginSessionFromUISequence>b__2 () (at Assets/UXF/Scripts/UI/UIController.cs:429).  UXF.UI.PopupController:OkPress () (at Assets/UXF/Scripts/UI/PopupController.cs:32).  UnityEngine.XR.Interaction.Toolkit.UI.UIInputModule:Update () (at ./Library/PackageCache/com.unity.xr.interaction.toolkit@2.3.2/Runtime/UI/UIInputModule.cs:133).  
1.797696,Log,Setting VR to (0.00 0.37 -0.24),UnityEngine.Debug:Log (object).  ExperimentController:CenterOVRPlayerController () (at Assets/Scripts/Core/ExperimentController.cs:206).  ExperimentController:TrialBegin () (at Assets/Scripts/Core/ExperimentController.cs:280).  UnityEngine.Events.UnityEvent`1<UXF.Trial>:Invoke (UXF.Trial).  UXF.Trial:Begin () (at Assets/UXF/Scripts/Etc/Trial.cs:129).  ExperimentController:BeginNextTrial () (at Assets/Scripts/Core/ExperimentController.cs:233).  ExperimentController:SessionBegin (UXF.Session) (at Assets/Scripts/Core/ExperimentController.cs:196).  UnityEngine.Events.UnityEvent`1<UXF.Session>:Invoke (UXF.Session).  UXF.Session:Begin (stringstringintSystem.Collections.Generic.Dictionary`2<string object>UXF.Settings) (at Assets/UXF/Scripts/Session.cs:351).  UXF.UI.UIController/<>c__DisplayClass43_0:<TryBeginSessionFromUISequence>b__2 () (at Assets/UXF/Scripts/UI/UIController.cs:429).  UXF.UI.PopupController:OkPress () (at Assets/UXF/Scripts/UI/PopupController.cs:32).  UnityEngine.XR.Interaction.Toolkit.UI.UIInputModule:Update () (at ./Library/PackageCache/com.unity.xr.interaction.toolkit@2.3.2/Runtime/UI/UIInputModule.cs:133).  
4.97003,Log,Setting VR to (0.00 0.37 -0.24),UnityEngine.Debug:Log (object).  ExperimentController:CenterOVRPlayerController () (at Assets/Scripts/Core/ExperimentController.cs:206).  ExperimentController:Update () (at Assets/Scripts/Core/ExperimentController.cs:78).  
4.983574,Log,Setting VR to (0.00 0.37 -0.24),UnityEngine.Debug:Log (object).  ExperimentController:CenterOVRPlayerController () (at Assets/Scripts/Core/ExperimentController.cs:206).  ExperimentController:Update () (at Assets/Scripts/Core/ExperimentController.cs:78).  
4.99745,Log,Setting VR to (0.00 0.37 -0.24),UnityEngine.Debug:Log (object).  ExperimentController:CenterOVRPlayerController () (at Assets/Scripts/Core/ExperimentController.cs:206).  ExperimentController:Update () (at Assets/Scripts/Core/ExperimentController.cs:78).  
5.011244,Log,Setting VR to (0.00 0.37 -0.24),UnityEngine.Debug:Log (object).  ExperimentController:CenterOVRPlayerController () (at Assets/Scripts/Core/ExperimentController.cs:206).  ExperimentController:Update () (at Assets/Scripts/Core/ExperimentController.cs:78).  
